name,type,tag,lat,lng,isMainOffice,isMdi,bilingual_Services,credit_Builder,financial_Counseling,first_Time_Homebuyer_Program,inSchoolBranch,low_cost_wire_transfers,no_Cost_Tax_Preparation,no_Cost_Share_Drafts,payday_alternative_loans,quality,type_label,tag_label,GEOID20,grantee
Clark's Automotive,auto_repair,car_repair,39.2855,-76.5984505,,,,,,,,,,,,,Auto Repair,Car Repair,24510030100,True
Gerry’s Tire Auto Service,auto_repair,tyres,39.2903926,-76.59923,,,,,,,,,,,,,Auto Repair,Tyres,24510030100,True
Ben’s Tire Sales Inc.,auto_repair,tyres,39.4290814,-76.3523652,,,,,,,,,,,,,Auto Repair,Tyres,24025301301,True
Dan’s Automotive Inc.,auto_repair,car_parts,39.4289936,-76.3529435,,,,,,,,,,,,,Auto Repair,Car Parts,24025301301,True
National Budget Mufflers,auto_repair,car_repair,39.4299036,-76.3528408,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Advance Auto Parts,auto_repair,car_parts,39.4182577,-77.4405595,,,,,,,,,,,,,Auto Repair,Car Parts,24021750504,True
ATM Automotive,auto_repair,car_repair,38.6150516,-76.9116143,,,,,,,,,,,,,Auto Repair,Car Repair,24017850901,True
J&S Enterprise,auto_repair,car_repair,39.3089481,-76.6172501,,,,,,,,,,,,,Auto Repair,Car Repair,24510120500,True
Waters Auto Service,auto_repair,car_repair,39.4351221,-76.3060666,,,,,,,,,,,,,Auto Repair,Car Repair,24025301302,True
Advance Auto Parts,auto_repair,car_parts,39.4327176,-76.323776,,,,,,,,,,,,,Auto Repair,Car Parts,24025301302,True
Diesel & Auto Solutions,auto_repair,car_repair,39.430273,-76.3510793,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
First Choice Automotive,auto_repair,car_repair,39.4305942,-76.3494085,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Genco's Collision and Paint Works,auto_repair,car_repair,39.4311368,-76.3495364,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Bel Air Auto Body,auto_repair,car_repair,39.4517701,-76.3122092,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Firestone,auto_repair,car_repair,39.6212173,-77.7698162,,,,,,,,,,,,,Auto Repair,Car Repair,24043000900,True
Supreme Auto Works,auto_repair,tyres,39.4350052,-76.3060155,,,,,,,,,,,,,Auto Repair,Tyres,24025301302,True
Mr. Tire Auto Service Center,auto_repair,tyres,39.4194719,-77.4543631,,,,,,,,,,,,,Auto Repair,Tyres,24021750508,True
Joel's Auto Repair,auto_repair,car_repair,39.4275894,-76.3659031,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Joppa Transmissions & Auto Service,auto_repair,car_repair,39.4296923,-76.3547346,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Advance Auto Parts,auto_repair,car_parts,39.3459709,-76.6987756,,,,,,,,,,,,,Auto Repair,Car Parts,24510280102,True
Advance Auto Parts,auto_repair,car_parts,39.3225007,-76.6092334,,,,,,,,,,,,,Auto Repair,Car Parts,24510090400,True
Green Auto Body,auto_repair,car_repair,39.3218733,-76.6091492,,,,,,,,,,,,,Auto Repair,Car Repair,24510090400,True
Advance Auto Parts,auto_repair,car_parts,38.9912165,-76.9877558,,,,,,,,,,,,,Auto Repair,Car Parts,24033805601,True
Advance Auto Parts,auto_repair,car_parts,38.8353156,-76.9452283,,,,,,,,,,,,,Auto Repair,Car Parts,24033801802,True
AutoZone,auto_repair,car_parts,38.8285245,-76.9438511,,,,,,,,,,,,,Auto Repair,Car Parts,24033801801,True
Advance Auto Parts,auto_repair,car_parts,38.8564624,-76.9069691,,,,,,,,,,,,,Auto Repair,Car Parts,24033802407,True
Full Circle,auto_repair,car_repair,39.3305839,-76.6092781,,,,,,,,,,,,,Auto Repair,Car Repair,24510090300,True
Frederick Sunoco Auto Repair Shop,auto_repair,car_repair,39.4180906,-77.451149,,,,,,,,,,,,,Auto Repair,Car Repair,24021750505,True
Day’s Auto Body Repair Center,auto_repair,car_repair,39.2911505,-76.5991432,,,,,,,,,,,,,Auto Repair,Car Repair,24510030100,True
Advance Auto Parts,auto_repair,car_parts,39.2229333,-76.6130975,,,,,,,,,,,,,Auto Repair,Car Parts,24003750101,True
Advance Auto Parts,auto_repair,car_parts,38.6206405,-76.9145724,,,,,,,,,,,,,Auto Repair,Car Parts,24017850901,True
Hub City,auto_repair,tyres,39.6405738,-77.7130671,,,,,,,,,,,,,Auto Repair,Tyres,24043000601,True
Jiffy Lube,auto_repair,car_repair,39.6312765,-77.7625721,,,,,,,,,,,,,Auto Repair,Car Repair,24043000900,True
Unnamed car_repair,auto_repair,car_repair,39.3365111,-76.6752419,,,,,,,,,,,,,Auto Repair,Car Repair,24510151100,True
Oakcrest Auto Body,auto_repair,car_repair,38.8640211,-76.9140369,,,,,,,,,,,,,Auto Repair,Car Repair,24033802407,True
Unnamed tyres,auto_repair,tyres,38.9555918,-76.505015,,,,,,,,,,,,,Auto Repair,Tyres,24003706404,True
Valvoline,auto_repair,car_repair,39.2197854,-76.6135828,,,,,,,,,,,,,Auto Repair,Car Repair,24003750101,True
Mr. Tire,auto_repair,car_parts,39.31131,-76.447734,,,,,,,,,,,,,Auto Repair,Car Parts,24005450504,True
Fred’s Auto Service,auto_repair,car_repair,39.3142476,-76.4570542,,,,,,,,,,,,,Auto Repair,Car Repair,24005450501,True
GT Performance,auto_repair,car_repair,39.3163652,-76.4590021,,,,,,,,,,,,,Auto Repair,Car Repair,24005450501,True
C&H Tire & Car Care Center,auto_repair,car_repair,39.4303195,-76.3520835,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
AutoZone,auto_repair,car_parts,39.4344354,-76.3246041,,,,,,,,,,,,,Auto Repair,Car Parts,24025301301,True
410TintPro,auto_repair,car_repair,39.4358747,-76.3083874,,,,,,,,,,,,,Auto Repair,Car Repair,24025301302,True
Jiffy Lube,auto_repair,car_repair,39.4351884,-76.3180495,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Precision Tune Auto Care,auto_repair,car_repair,39.4355299,-76.3180851,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Rim Exchange,auto_repair,car_parts,39.4342862,-76.3144832,,,,,,,,,,,,,Auto Repair,Car Parts,24025301302,True
The Masters Auto Shop,auto_repair,car_repair,39.4363661,-76.3115545,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Pick Your Part,auto_repair,car_parts,39.4356449,-76.3239196,,,,,,,,,,,,,Auto Repair,Car Parts,24025301301,True
Ourisman Collision Center,auto_repair,car_repair,39.4346198,-76.3303038,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Unnamed car_repair,auto_repair,car_repair,39.2213454,-76.5878192,,,,,,,,,,,,,Auto Repair,Car Repair,24510250500,True
ABC Radiator & Air Conditioning,auto_repair,car_repair,39.2862026,-76.5989398,,,,,,,,,,,,,Auto Repair,Car Repair,24510030100,True
Unnamed car_repair,auto_repair,car_repair,39.314127,-76.6066695,,,,,,,,,,,,,Auto Repair,Car Repair,24510090800,True
Tires Unlimited & Automotive,auto_repair,car_repair,39.3232387,-76.607838,,,,,,,,,,,,,Auto Repair,Car Repair,24510090400,True
Unnamed tyres,auto_repair,tyres,39.31843,-76.6082972,,,,,,,,,,,,,Auto Repair,Tyres,24510090800,True
US Auto Collision,auto_repair,car_repair,39.3179206,-76.6088316,,,,,,,,,,,,,Auto Repair,Car Repair,24510090800,True
Jerry's Automotive,auto_repair,car_parts,39.3178662,-76.609145,,,,,,,,,,,,,Auto Repair,Car Parts,24510090800,True
Midas,auto_repair,car_repair,39.3182666,-76.6518263,,,,,,,,,,,,,Auto Repair,Car Repair,24510130400,True
B N Auto Service and Body Shop,auto_repair,car_repair,39.3143659,-76.6604062,,,,,,,,,,,,,Auto Repair,Car Repair,24510150600,True
No Limit Kustoms Auto,auto_repair,car_repair,39.3141196,-76.660885,,,,,,,,,,,,,Auto Repair,Car Repair,24510150600,True
Wabash Auto,auto_repair,car_repair,39.3361285,-76.674148,,,,,,,,,,,,,Auto Repair,Car Repair,24510151100,True
Pep Boys,auto_repair,car_repair,39.4173119,-77.4479104,,,,,,,,,,,,,Auto Repair,Car Repair,24021750505,True
AutoZone,auto_repair,car_parts,39.4173694,-77.4473076,,,,,,,,,,,,,Auto Repair,Car Parts,24021750505,True
Unnamed tyres,auto_repair,tyres,39.2142144,-76.6150257,,,,,,,,,,,,,Auto Repair,Tyres,24003750204,True
J.C. Discount Tires,auto_repair,car_repair,39.4364269,-76.3096481,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Day's Joppa Auto Care,auto_repair,car_repair,39.4154086,-76.296388,,,,,,,,,,,,,Auto Repair,Car Repair,24025301601,True
Valvoline,auto_repair,car_repair,38.8642732,-76.9154803,,,,,,,,,,,,,Auto Repair,Car Repair,24033802407,True
American Auto Repair,auto_repair,car_repair,39.4280341,-76.3579568,,,,,,,,,,,,,Auto Repair,Car Repair,24025301401,True
Lovell Auto Repair,auto_repair,car_repair,39.6319107,-77.723828,,,,,,,,,,,,,Auto Repair,Car Repair,24043000800,True
Bonebrake Tire & Alignment,auto_repair,car_repair,39.6298832,-77.7272886,,,,,,,,,,,,,Auto Repair,Car Repair,24043000800,True
Midas,auto_repair,car_repair,39.4158872,-77.4393894,,,,,,,,,,,,,Auto Repair,Car Repair,24021750505,True
Royal Wraps & Tint,auto_repair,car_repair,39.4334742,-76.3211273,,,,,,,,,,,,,Auto Repair,Car Repair,24025301302,True
Ray's Body Works,auto_repair,car_repair,39.4339591,-76.3378986,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Maryland Used Auto Parts,auto_repair,car_parts,39.4311194,-76.3396192,,,,,,,,,,,,,Auto Repair,Car Parts,24025301301,True
Wheel Deals,auto_repair,tyres,39.4313503,-76.344205,,,,,,,,,,,,,Auto Repair,Tyres,24025301301,True
5K Window Tinting,auto_repair,car_repair,39.436531,-76.3507915,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
NAPA,auto_repair,car_parts,38.6125363,-76.9164439,,,,,,,,,,,,,Auto Repair,Car Parts,24017850901,True
Unnamed car_repair,auto_repair,car_repair,39.3108015,-76.6410332,,,,,,,,,,,,,Auto Repair,Car Repair,24510130300,True
Unnamed car_repair,auto_repair,car_repair,39.310951,-76.6409235,,,,,,,,,,,,,Auto Repair,Car Repair,24510130300,True
Unnamed car_repair,auto_repair,car_repair,39.3109035,-76.6409965,,,,,,,,,,,,,Auto Repair,Car Repair,24510130300,True
National Auto Repair,auto_repair,car_repair,39.310907,-76.6443205,,,,,,,,,,,,,Auto Repair,Car Repair,24510150400,True
Unnamed car_repair,auto_repair,car_repair,39.3094651,-76.6428526,,,,,,,,,,,,,Auto Repair,Car Repair,24510150100,True
Unnamed car_repair,auto_repair,car_repair,38.6975273,-75.7818746,,,,,,,,,,,,,Auto Repair,Car Repair,24011955600,True
AutoZone,auto_repair,car_parts,39.2254985,-76.6129958,,,,,,,,,,,,,Auto Repair,Car Parts,24003750101,True
Caliber Collision,auto_repair,car_repair,39.428667,-76.3628291,,,,,,,,,,,,,Auto Repair,Car Repair,24025301301,True
Rite Aid,pharmacy,pharmacy,39.3092937,-76.4460204,,,,,,,,,,,,,Pharmacy,Pharmacy,24005450504,True
Rite Aid,pharmacy,pharmacy,39.3463665,-76.6984538,,,,,,,,,,,,,Pharmacy,Pharmacy,24510280102,True
CVS Pharmacy,pharmacy,pharmacy,38.6146478,-76.8832515,,,,,,,,,,,,,Pharmacy,Pharmacy,24017850901,True
Woodbridge Pharmacy,pharmacy,pharmacy,39.4357331,-76.3189104,,,,,,,,,,,,,Pharmacy,Pharmacy,24025301301,True
Rite Aid,pharmacy,pharmacy,39.4196122,-77.4381294,,,,,,,,,,,,,Pharmacy,Pharmacy,24021750504,True
CVS Pharmacy,pharmacy,pharmacy,39.4325457,-76.3280808,,,,,,,,,,,,,Pharmacy,Pharmacy,24025301302,True
Lifebridge Pharmacy,pharmacy,pharmacy,39.3528926,-76.6619917,,,,,,,,,,,,,Pharmacy,Pharmacy,24510271700,True
Hill Crest Pharmacy Compounding,pharmacy,pharmacy,39.4153389,-77.4454381,,,,,,,,,,,,,Pharmacy,Pharmacy,24021750505,True
Walgreens,pharmacy,pharmacy,39.216355,-76.6152582,,,,,,,,,,,,,Pharmacy,Pharmacy,24003750204,True
Rite Aid,pharmacy,pharmacy,39.2150644,-76.6151088,,,,,,,,,,,,,Pharmacy,Pharmacy,24003750204,True
CVS Pharmacy,pharmacy,pharmacy,38.9895841,-76.986061,,,,,,,,,,,,,Pharmacy,Pharmacy,24033805601,True
Langley Park Pharmacy and Medical Supplies,pharmacy,pharmacy,38.9912541,-76.9881648,,,,,,,,,,,,,Pharmacy,Pharmacy,24033805601,True
Rite Aid,pharmacy,pharmacy,39.339182,-76.6665147,,,,,,,,,,,,,Pharmacy,Pharmacy,24510151300,True
Waverly Professional Pharmacy,pharmacy,pharmacy,39.32205,-76.6095872,,,,,,,,,,,,,Pharmacy,Pharmacy,24510120300,True
CVS Pharmacy,pharmacy,pharmacy,39.4209629,-77.465951,,,,,,,,,,,,,Pharmacy,Pharmacy,24021750506,True
Safeway,pharmacy,pharmacy,38.9700027,-76.5230197,,,,,,,,,,,,,Pharmacy,Pharmacy,24003702500,True
Park Health Pharmacy,pharmacy,pharmacy,39.3480608,-76.6767667,,,,,,,,,,,,,Pharmacy,Pharmacy,24510271802,True
Walgreens,pharmacy,pharmacy,39.4240309,-76.3711502,,,,,,,,,,,,,Pharmacy,Pharmacy,24025301301,True
Walgreens,pharmacy,pharmacy,39.3115544,-76.4657495,,,,,,,,,,,,,Pharmacy,Pharmacy,24005450501,True
Walgreens,pharmacy,chemist,39.4357706,-76.3153785,,,,,,,,,,,,,Pharmacy,Chemist,24025301301,True
Rite Aid,pharmacy,pharmacy,39.6331239,-78.7638613,,,,,,,,,,,,,Pharmacy,Pharmacy,24001000700,True
Craig's Drugs,pharmacy,pharmacy,38.5696116,-76.0776,,,,,,,,,,,,,Pharmacy,Pharmacy,24019970500,True
Rite Aid,pharmacy,chemist,39.4268694,-76.3002967,,,,,,,,,,,,,Pharmacy,Chemist,24025301601,True
Keystone Pharmacy,pharmacy,pharmacy,39.3103855,-76.6399785,,,,,,,,,,,,,Pharmacy,Pharmacy,24510130300,True
CVS Pharmacy,pharmacy,pharmacy,39.3105195,-76.642585,,,,,,,,,,,,,Pharmacy,Pharmacy,24510130300,True
Healthy Hair Center Hair Salon,barber_beauty,hairdresser,38.8541132,-76.8979749,,,,,,,,,,,,,Barber Beauty,Hairdresser,24033802301,True
Unnamed hairdresser,barber_beauty,hairdresser,38.8491956,-76.9544192,,,,,,,,,,,,,Barber Beauty,Hairdresser,24033801809,True
Ritz Unisex Hair Salon,barber_beauty,hairdresser,38.9928071,-76.9926007,,,,,,,,,,,,,Barber Beauty,Hairdresser,24031702000,True
Etta’s Beauty Salon & Braiding,barber_beauty,hairdresser,39.3127063,-76.4637491,,,,,,,,,,,,,Barber Beauty,Hairdresser,24005450501,True
Bossy Styles Hair & Beauty Boutique,barber_beauty,hairdresser,39.3149366,-76.4529767,,,,,,,,,,,,,Barber Beauty,Hairdresser,24005450501,True
Destiny Beauty Salon,barber_beauty,hairdresser,39.3149472,-76.4528245,,,,,,,,,,,,,Barber Beauty,Hairdresser,24005450501,True
Shirley's Tan and Tone,barber_beauty,beauty,39.3052653,-76.4636836,,,,,,,,,,,,,Barber Beauty,Beauty,24005450501,True
Gerri's Hair Salon,barber_beauty,hairdresser,39.3006697,-76.462343,,,,,,,,,,,,,Barber Beauty,Hairdresser,24005450501,True
Mirror Mirror Salon,barber_beauty,hairdresser,38.5685728,-76.0776688,,,,,,,,,,,,,Barber Beauty,Hairdresser,24019970500,True
Super Beauty,barber_beauty,beauty,39.3559123,-76.7042536,,,,,,,,,,,,,Barber Beauty,Beauty,24510280101,True
Sleek Nails and Spa,barber_beauty,beauty,38.9491139,-76.4869017,,,,,,,,,,,,,Barber Beauty,Beauty,24003706303,True
VY Nails,barber_beauty,beauty,38.970354,-76.5232556,,,,,,,,,,,,,Barber Beauty,Beauty,24003702500,True
Conscious Heads,barber_beauty,hairdresser,39.3177974,-76.613457,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510120300,True
Baltimore Legends Barber Shop,barber_beauty,hairdresser,39.3108361,-76.6156451,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510120500,True
Reflection Eternal Barbershop,barber_beauty,hairdresser,39.3171972,-76.61521,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510120300,True
JAS Beauty,barber_beauty,beauty,39.3102127,-76.6429351,,,,,,,,,,,,,Barber Beauty,Beauty,24510150400,True
Avenue Salon & Spa,barber_beauty,beauty,39.3120379,-76.6005139,,,,,,,,,,,,,Barber Beauty,Beauty,24510090800,True
Wilson's NuLook Barbershop,barber_beauty,hairdresser,39.4524078,-76.3086107,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301301,True
Grand Beauty & Outlet,barber_beauty,hairdresser,39.3466144,-76.688255,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510271801,True
African Hair Braiding Group Salon,barber_beauty,hairdresser,39.3561254,-76.705596,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510280101,True
Premier Image,barber_beauty,hairdresser,39.4357486,-76.3188313,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301301,True
Salon Suites,barber_beauty,beauty,39.4357621,-76.3187441,,,,,,,,,,,,,Barber Beauty,Beauty,24025301301,True
East Side Hair Connection,barber_beauty,hairdresser,39.4352852,-76.3116367,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301302,True
Mona's Nails & Spa,barber_beauty,beauty,39.4352739,-76.3117111,,,,,,,,,,,,,Barber Beauty,Beauty,24025301302,True
Gentlemen's Edge Barber Shop,barber_beauty,hairdresser,39.4339569,-76.3179501,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301302,True
Eight Sisters Dominican Hair Salon,barber_beauty,hairdresser,39.4362141,-76.3106569,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301301,True
Nasa Barber Shop,barber_beauty,hairdresser,39.3114764,-76.4675192,,,,,,,,,,,,,Barber Beauty,Hairdresser,24005450501,True
Braids By Fatou,barber_beauty,beauty,39.3166984,-76.6096136,,,,,,,,,,,,,Barber Beauty,Beauty,24510120300,True
Hi-Tek Nails,barber_beauty,beauty,39.4352107,-76.3060954,,,,,,,,,,,,,Barber Beauty,Beauty,24025301302,True
Major Cuts Barber Shop,barber_beauty,hairdresser,39.4346801,-76.3067992,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301302,True
Familiar Faces Barber Shop,barber_beauty,hairdresser,39.4323557,-76.3279931,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301302,True
N-Nails,barber_beauty,beauty,39.4323034,-76.327979,,,,,,,,,,,,,Barber Beauty,Beauty,24025301302,True
Edgewood Barbershop,barber_beauty,hairdresser,39.4326382,-76.324295,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301302,True
LT Nails,barber_beauty,beauty,39.4326482,-76.3242296,,,,,,,,,,,,,Barber Beauty,Beauty,24025301302,True
Diamond Hair Studio,barber_beauty,hairdresser,39.4357755,-76.3071603,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301302,True
April Cook Salon Suites,barber_beauty,hairdresser,39.435557,-76.3161814,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301301,True
Hair Cuttery,barber_beauty,hairdresser,39.6198547,-77.7703741,,,,,,,,,,,,,Barber Beauty,Hairdresser,24043000900,True
Pro Nails,barber_beauty,beauty,39.6204084,-77.769953,,,,,,,,,,,,,Barber Beauty,Beauty,24043000900,True
Unnamed beauty,barber_beauty,beauty,38.6991365,-75.788638,,,,,,,,,,,,,Barber Beauty,Beauty,24011955600,True
Best Nails,barber_beauty,beauty,39.4211149,-76.370451,,,,,,,,,,,,,Barber Beauty,Beauty,24025301401,True
Roots Beauty Supply & African Braiding,barber_beauty,beauty,39.3149265,-76.5974892,,,,,,,,,,,,,Barber Beauty,Beauty,24510090800,True
Shear Pleasure,barber_beauty,hairdresser,39.0161526,-76.9283542,,,,,,,,,,,,,Barber Beauty,Hairdresser,24033807301,True
Cali Nails,barber_beauty,beauty,39.4152176,-77.4453012,,,,,,,,,,,,,Barber Beauty,Beauty,24021750505,True
SoBella Hair Studio,barber_beauty,hairdresser,39.4271432,-76.3640369,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301401,True
O. G. Stilettos Nail Salon,barber_beauty,beauty,39.3175932,-76.6152356,,,,,,,,,,,,,Barber Beauty,Beauty,24510120300,True
Beauty Outlet,barber_beauty,beauty,39.3175684,-76.6552802,,,,,,,,,,,,,Barber Beauty,Beauty,24510150500,True
Mini Lux Nail Salon,barber_beauty,beauty,39.3224946,-76.6085933,,,,,,,,,,,,,Barber Beauty,Beauty,24510090400,True
An Angel's Touch,barber_beauty,beauty,39.3549833,-76.7049298,,,,,,,,,,,,,Barber Beauty,Beauty,24510280101,True
Holiday Hair,barber_beauty,hairdresser,39.6337095,-77.6998931,,,,,,,,,,,,,Barber Beauty,Hairdresser,24043000601,True
Nails Today,barber_beauty,beauty,39.6339786,-77.6998461,,,,,,,,,,,,,Barber Beauty,Beauty,24043000601,True
Artistic Nails,barber_beauty,beauty,38.9906737,-76.9864949,,,,,,,,,,,,,Barber Beauty,Beauty,24033805601,True
La Vina Nail & Spa,barber_beauty,beauty,38.9912426,-76.9880391,,,,,,,,,,,,,Barber Beauty,Beauty,24033805601,True
Haircut 2000,barber_beauty,hairdresser,38.9901636,-76.9861428,,,,,,,,,,,,,Barber Beauty,Hairdresser,24033805601,True
360 Beauty Supply,barber_beauty,beauty,39.4339327,-76.3181468,,,,,,,,,,,,,Barber Beauty,Beauty,24025301302,True
Nail and Spa Central,barber_beauty,beauty,39.3169484,-76.6543653,,,,,,,,,,,,,Barber Beauty,Beauty,24510150500,True
Brow Art 23,barber_beauty,beauty,39.3172695,-76.6541058,,,,,,,,,,,,,Barber Beauty,Beauty,24510150500,True
Darou-Salem African Hair Braiding,barber_beauty,hairdresser,39.3242249,-76.6092855,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510090400,True
Red Carpet Hair Salon & Boutique,barber_beauty,hairdresser,39.3241517,-76.6092816,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510090400,True
Universal Style Hair Spa,barber_beauty,hairdresser,39.3189189,-76.6093337,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510090800,True
Polished Nail Spa,barber_beauty,beauty,39.3287843,-76.5999276,,,,,,,,,,,,,Barber Beauty,Beauty,24510090300,True
NapTown Nails,barber_beauty,beauty,38.9492783,-76.4898205,,,,,,,,,,,,,Barber Beauty,Beauty,24003706303,True
Holly's Nails,barber_beauty,beauty,38.9683281,-76.5203214,,,,,,,,,,,,,Barber Beauty,Beauty,24003702500,True
Capital Barber Shop,barber_beauty,hairdresser,38.949204,-76.4897615,,,,,,,,,,,,,Barber Beauty,Hairdresser,24003706303,True
Luxe Hair + Skin,barber_beauty,hairdresser,38.9682872,-76.5203649,,,,,,,,,,,,,Barber Beauty,Hairdresser,24003702500,True
Saint Salon,barber_beauty,beauty,39.4281842,-76.3575726,,,,,,,,,,,,,Barber Beauty,Beauty,24025301401,True
Unnamed beauty,barber_beauty,beauty,39.3555314,-76.7019435,,,,,,,,,,,,,Barber Beauty,Beauty,24510280101,True
Tiffany’s Beauty Supply and Salon,barber_beauty,beauty,39.3553895,-76.7016817,,,,,,,,,,,,,Barber Beauty,Beauty,24510280101,True
Divahglam Nail Spa,barber_beauty,beauty,39.2987192,-76.5825473,,,,,,,,,,,,,Barber Beauty,Beauty,24510070200,True
Wilson Park Barber Shop,barber_beauty,hairdresser,39.3381633,-76.6074886,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510090100,True
Hair By A.J. + Lola,barber_beauty,hairdresser,39.329462,-76.6092943,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510090300,True
Fayezee's Beauty Salon,barber_beauty,beauty,39.3359173,-76.6072004,,,,,,,,,,,,,Barber Beauty,Beauty,24510090100,True
Ray's Fresh Cuts,barber_beauty,hairdresser,39.3209652,-76.6080665,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510090400,True
Mastercuts,barber_beauty,hairdresser,38.6195341,-76.9157635,,,,,,,,,,,,,Barber Beauty,Hairdresser,24017850901,True
Unnamed beauty,barber_beauty,beauty,39.3546542,-76.7036798,,,,,,,,,,,,,Barber Beauty,Beauty,24510280101,True
MVP Barber,barber_beauty,hairdresser,39.155336,-77.1995897,,,,,,,,,,,,,Barber Beauty,Hairdresser,24031700713,True
Phoenix Nails,barber_beauty,beauty,39.1529605,-77.1967258,,,,,,,,,,,,,Barber Beauty,Beauty,24031700713,True
Sally Beauty,barber_beauty,hairdresser_supply,39.1544025,-77.1989163,,,,,,,,,,,,,Barber Beauty,Hairdresser Supply,24031700713,True
KC Beauty,barber_beauty,beauty,39.1549919,-77.1983841,,,,,,,,,,,,,Barber Beauty,Beauty,24031700713,True
Beautiful Nails,barber_beauty,beauty,39.1555083,-77.1989182,,,,,,,,,,,,,Barber Beauty,Beauty,24031700713,True
Aurora's Hair Design,barber_beauty,hairdresser,39.1555495,-77.1989589,,,,,,,,,,,,,Barber Beauty,Hairdresser,24031700713,True
All Dolled Up Salon,barber_beauty,hairdresser,38.9490054,-76.4868809,,,,,,,,,,,,,Barber Beauty,Hairdresser,24003706303,True
Mr. Dan's Barber Shop,barber_beauty,hairdresser,39.1398828,-77.1970706,,,,,,,,,,,,,Barber Beauty,Hairdresser,24031700731,True
Rubens Dominican Barbershop,barber_beauty,hairdresser,39.4282475,-76.3580178,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301401,True
Design Beauty Supply,barber_beauty,beauty,39.2186081,-76.6151606,,,,,,,,,,,,,Barber Beauty,Beauty,24003750204,True
Unnamed beauty,barber_beauty,beauty,39.4177417,-77.453394,,,,,,,,,,,,,Barber Beauty,Beauty,24021750505,True
Jerry’s Barber Shop,barber_beauty,hairdresser,39.3135893,-76.4605917,,,,,,,,,,,,,Barber Beauty,Hairdresser,24005450501,True
A's Salon & Suites,barber_beauty,beauty,39.4340858,-76.3055295,,,,,,,,,,,,,Barber Beauty,Beauty,24025301302,True
Studio 701,barber_beauty,hairdresser,39.2990731,-76.5792336,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510070200,True
Unnamed hairdresser,barber_beauty,hairdresser,39.2973522,-76.5871068,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510070300,True
Add Beauty,barber_beauty,beauty,39.2931586,-76.6085249,,,,,,,,,,,,,Barber Beauty,Beauty,24510280500,True
Tychelle’s Unique Beauty Salon,barber_beauty,hairdresser,39.3156003,-76.6114214,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510120400,True
NAPtural Hair Artistry,barber_beauty,hairdresser,39.3219479,-76.6136683,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510120300,True
Avon’s Studio,barber_beauty,hairdresser,39.3098477,-76.6180702,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510120500,True
Salon Ruth,barber_beauty,hairdresser,39.3100479,-76.6476793,,,,,,,,,,,,,Barber Beauty,Hairdresser,24510150400,True
Transformations Kutz and Salon,barber_beauty,hairdresser,39.4456116,-76.3092454,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301301,True
The Male Room,barber_beauty,hairdresser,39.4455015,-76.309111,,,,,,,,,,,,,Barber Beauty,Hairdresser,24025301301,True
